,page,doctorate,len_page,female,male,category,count,nobel_field
7214,Edward H. Hume,0,1393,False,True,20th-century_physicians,1,Physiology or Medicine
7215,Guy LeRoy Hunner,0,1762,False,True,20th-century_physicians,1,Physiology or Medicine
7216,David Hurwitz (physician),0,788,False,True,20th-century_physicians,1,Physiology or Medicine
7217,William B. Hutchinson,0,928,False,True,20th-century_physicians,1,Physiology or Medicine
7218,Ikenna Ihim,0,1006,False,True,20th-century_physicians,1,Physiology or Medicine
7219,George P. Ikirt,0,935,False,True,20th-century_physicians,1,Physiology or Medicine
7220,William D. Inglis,0,1442,False,True,20th-century_physicians,1,Physiology or Medicine
7221,Rutherford B. Irones,1,2110,False,True,20th-century_physicians,1,Physiology or Medicine
7222,Ernest E. Irons,0,817,False,True,20th-century_physicians,1,Physiology or Medicine
7223,Donald deAvila Jackson,0,1392,True,False,20th-century_physicians,1,Physiology or Medicine
7224,Ruth Jackson,0,2197,False,True,20th-century_physicians,1,Physiology or Medicine
7225,Robert Jarvik,0,5290,False,True,20th-century_physicians,1,Physiology or Medicine
7226,Zuhdi Jasser,0,1921,True,False,20th-century_physicians,1,Physiology or Medicine
7227,Mildred Fay Jefferson,0,900,True,False,20th-century_physicians,1,Physiology or Medicine
7228,Renee Jenkins,0,1489,False,True,20th-century_physicians,1,Physiology or Medicine
7229,Richard L. Jenkins,0,3404,False,True,20th-century_physicians,1,Physiology or Medicine
7230,Ken Jeong,0,809,True,False,20th-century_physicians,1,Physiology or Medicine
7231,Ivonne Jiménez Velázquez,0,1049,False,True,20th-century_physicians,1,Physiology or Medicine
7232,James Wesley Jobling,0,1009,False,True,20th-century_physicians,1,Physiology or Medicine
7233,Michael M. E. Johns,0,1253,False,True,20th-century_physicians,1,Physiology or Medicine
7234,Robert Walter Johnson,1,2885,True,False,20th-century_physicians,1,Physiology or Medicine
7235,Camara Phyllis Jones,0,3350,True,False,20th-century_physicians,1,Physiology or Medicine
7236,Edith Irby Jones,0,1667,True,False,20th-century_physicians,1,Physiology or Medicine
7237,Georgeanna Seegar Jones,0,1299,True,False,20th-century_physicians,1,Physiology or Medicine
7238,Sara Murray Jordan,0,13088,False,True,20th-century_physicians,1,Physiology or Medicine
7239,Robert J. T. Joy,0,3327,True,False,20th-century_physicians,1,Physiology or Medicine
7240,Karla Jurvetson,0,3205,False,True,20th-century_physicians,1,Physiology or Medicine
7241,Howard Ronald Kaback,1,3102,False,True,20th-century_physicians,1,Physiology or Medicine
7242,Elvin A. Kabat,0,1851,True,False,20th-century_physicians,1,Physiology or Medicine
7243,Laura H. Kahn,0,159,False,True,20th-century_physicians,1,Physiology or Medicine
7244,William B. Kannel,0,1711,False,True,20th-century_physicians,1,Physiology or Medicine
7245,Frederick Kaplan,0,857,False,True,20th-century_physicians,1,Physiology or Medicine
7246,Harold Kaplan,0,676,False,True,20th-century_physicians,1,Physiology or Medicine
7247,Henry Kaplan (physician),0,3009,False,True,20th-century_physicians,1,Physiology or Medicine
7248,Herbert E. Kaufman,0,1242,False,True,20th-century_physicians,1,Physiology or Medicine
7249,Lyman F. Kebler,0,790,False,True,20th-century_physicians,1,Physiology or Medicine
7250,Eugene Kellersberger,0,1604,False,True,20th-century_physicians,1,Physiology or Medicine
7251,Douglas Kelley,0,1665,False,True,20th-century_physicians,1,Physiology or Medicine
7252,Walter F. Kelly,1,4922,True,False,20th-century_physicians,1,Physiology or Medicine
7253,C. Henry Kempe,0,521,True,False,20th-century_physicians,1,Physiology or Medicine
7254,Ruth Kempe,0,1318,False,True,20th-century_physicians,1,Physiology or Medicine
7255,John H. Kennell,1,1148,False,True,20th-century_physicians,1,Physiology or Medicine
7256,Stanley Kerr,0,2832,False,True,20th-century_physicians,1,Physiology or Medicine
7257,Joseph P. Kerwin,0,1540,False,True,20th-century_physicians,1,Physiology or Medicine
7258,Gerald T. Keusch,1,4490,False,True,20th-century_physicians,1,Physiology or Medicine
7259,Joseph J. Kinyoun,0,2220,True,False,20th-century_physicians,1,Physiology or Medicine
7260,Ruth L. Kirschstein,0,1742,False,True,20th-century_physicians,1,Physiology or Medicine
7261,Robert Kistner,0,6966,False,True,20th-century_physicians,1,Physiology or Medicine
7262,John Kitzhaber,0,2265,True,False,20th-century_physicians,1,Physiology or Medicine
7263,Hanna Klaus,0,858,False,True,20th-century_physicians,1,Physiology or Medicine
7264,Harold L. Klawans,0,808,False,True,20th-century_physicians,1,Physiology or Medicine
7265,Edmund Klein,0,1105,True,False,20th-century_physicians,1,Physiology or Medicine
7266,Luella Klein,0,397,False,True,20th-century_physicians,1,Physiology or Medicine
7267,Gerald Klerman,0,1384,False,True,20th-century_physicians,1,Physiology or Medicine
7268,Nathan S. Kline,0,1113,False,True,20th-century_physicians,1,Physiology or Medicine
7269,James A. Knight,0,834,False,True,20th-century_physicians,1,Physiology or Medicine
7270,Robert Kolodner,1,1734,True,False,20th-century_physicians,1,Physiology or Medicine
7271,Colleen A. Kraft,0,1328,False,True,20th-century_physicians,1,Physiology or Medicine
7272,Richard M. Krause,0,2467,False,True,20th-century_physicians,1,Physiology or Medicine
7273,William S. Kroger,0,2123,False,True,20th-century_physicians,1,Physiology or Medicine
7274,William E. Ladd,1,2023,False,True,20th-century_physicians,1,Physiology or Medicine
7275,Robert G. Lahita,1,1626,False,True,20th-century_physicians,1,Physiology or Medicine
7276,W. A. Lambeth,0,1242,False,True,20th-century_physicians,1,Physiology or Medicine
7277,Ron Lapin,0,953,True,False,20th-century_physicians,1,Physiology or Medicine
7279,W. R. C. Latson,0,919,True,False,20th-century_physicians,1,Physiology or Medicine
7280,Agnes D. Lattimer,0,2679,True,False,20th-century_physicians,1,Physiology or Medicine
7281,Linda Laubenstein,0,3562,False,True,20th-century_physicians,1,Physiology or Medicine
7282,Charles Leale,1,1245,False,True,20th-century_physicians,1,Physiology or Medicine
7283,Henry Leffmann,0,910,False,True,20th-century_physicians,1,Physiology or Medicine
7284,Richard Lehman (surgeon),0,1500,False,True,20th-century_physicians,1,Physiology or Medicine
7285,Harry Lehrer,0,2439,False,True,20th-century_physicians,1,Physiology or Medicine
7286,David B. Levine,0,3343,True,False,20th-century_physicians,1,Physiology or Medicine
7287,Lena Levine,0,1865,False,True,20th-century_physicians,1,Physiology or Medicine
7288,Frederick Pei Li,0,2140,False,True,20th-century_physicians,1,Physiology or Medicine
7289,Min Chiu Li,0,888,False,True,20th-century_physicians,1,Physiology or Medicine
7290,Erich Lindemann,0,3284,True,False,20th-century_physicians,1,Physiology or Medicine
7291,Virginia Livingston,0,877,True,False,20th-century_physicians,1,Physiology or Medicine
7292,Sarah Hunt Lockrey,0,870,False,True,20th-century_physicians,1,Physiology or Medicine
7293,Harry Lott,0,588,True,False,20th-century_physicians,1,Physiology or Medicine
7294,Louise Whitman Farnam,0,1965,True,False,20th-century_physicians,1,Physiology or Medicine
7295,Leah Lowenstein,0,776,False,True,20th-century_physicians,1,Physiology or Medicine
7296,A. B. Lull,0,1040,False,True,20th-century_physicians,1,Physiology or Medicine
7297,Arthur Lundblom,0,762,False,True,20th-century_physicians,1,Physiology or Medicine
7298,Willis Maddrey,0,2295,True,False,20th-century_physicians,1,Physiology or Medicine
7299,Charlotte E. Maguire,0,1137,False,True,20th-century_physicians,1,Physiology or Medicine
7300,James Mahoney (pulmonologist),0,1664,False,True,20th-century_physicians,1,Physiology or Medicine
7301,George Kenneth Mallory,0,1526,False,True,20th-century_physicians,1,Physiology or Medicine
7302,Douglas L. Mann,0,10443,False,True,20th-century_physicians,1,Physiology or Medicine
7304,Doc Marshall (catcher),0,951,False,True,20th-century_physicians,1,Physiology or Medicine
7305,"Thomas ""Doc"" Martin",0,1399,False,True,20th-century_physicians,1,Physiology or Medicine
7306,Luigi Mastroianni,0,1432,False,True,20th-century_physicians,1,Physiology or Medicine
7307,Rudolph Matas,0,1947,False,True,20th-century_physicians,1,Physiology or Medicine
7308,James Vance May,0,1577,True,False,20th-century_physicians,1,Physiology or Medicine
7309,Frank Henderson Mayfield,0,2870,True,False,20th-century_physicians,1,Physiology or Medicine
7310,Ernest Mae McCarroll,0,3032,True,False,20th-century_physicians,1,Physiology or Medicine
7311,Karen McCarron,0,3173,True,False,20th-century_physicians,1,Physiology or Medicine
7312,Frances McConnell-Mills,0,1130,False,True,20th-century_physicians,1,Physiology or Medicine
7313,Marie McCormick,0,3226,False,True,20th-century_physicians,1,Physiology or Medicine
7314,Walsh McDermott,0,2835,False,True,20th-century_physicians,1,Physiology or Medicine
7315,Monk McDonald,0,1724,False,True,20th-century_physicians,1,Physiology or Medicine
7316,John A. McDougall,0,5231,False,True,20th-century_physicians,1,Physiology or Medicine
7317,Joseph McGahn,0,671,False,True,20th-century_physicians,1,Physiology or Medicine
7318,George Alexander McGuire,0,774,True,False,20th-century_physicians,1,Physiology or Medicine
7319,Noah Mckay,0,1054,False,True,20th-century_physicians,1,Physiology or Medicine
7320,Mary C. McLaughlin,0,762,True,False,20th-century_physicians,1,Physiology or Medicine
7321,James S. McLester,0,1996,False,True,20th-century_physicians,1,Physiology or Medicine
7322,Linda C. Meade-Tollin,0,1431,False,True,20th-century_physicians,1,Physiology or Medicine
7323,Jawahar L. Mehta,0,2577,True,False,20th-century_physicians,1,Physiology or Medicine
7324,Frederick T. Melges,0,1942,False,True,20th-century_physicians,1,Physiology or Medicine
7325,Dorothy Reed Mendenhall,0,1049,False,True,20th-century_physicians,1,Physiology or Medicine
7326,John P. Merrill,0,4186,False,True,20th-century_physicians,1,Physiology or Medicine
7327,H. Houston Merritt,0,293,False,True,20th-century_physicians,1,Physiology or Medicine
7328,Abe Mickal,0,2288,False,True,20th-century_physicians,1,Physiology or Medicine
7329,Samuel Stockton Miles,0,884,False,True,20th-century_physicians,1,Physiology or Medicine
7330,Harry Willis Miller,0,1624,False,True,20th-century_physicians,1,Physiology or Medicine
7331,Richard N. Miller,0,1783,False,True,20th-century_physicians,1,Physiology or Medicine
7332,Gabe Mirkin,0,2789,False,True,20th-century_physicians,1,Physiology or Medicine
7333,Michel Mirowski,0,2264,True,False,20th-century_physicians,1,Physiology or Medicine
7334,Carlos Montezuma,0,1541,False,True,20th-century_physicians,1,Physiology or Medicine
7335,Mary Blair Moody,0,1092,False,True,20th-century_physicians,1,Physiology or Medicine
7336,John McLean Morris,0,812,False,True,20th-century_physicians,1,Physiology or Medicine
7337,Gary Morsch,0,1154,False,True,20th-century_physicians,1,Physiology or Medicine
7338,Jesse Montgomery Mosher,0,981,False,True,20th-century_physicians,1,Physiology or Medicine
7339,Farzad Mostashari,0,872,False,True,20th-century_physicians,1,Physiology or Medicine
7340,Frank Moya,0,2784,False,True,20th-century_physicians,1,Physiology or Medicine
7341,Leo C. Mundy,0,592,False,True,20th-century_physicians,1,Physiology or Medicine
7342,John Benjamin Murphy,0,314,False,True,20th-century_physicians,1,Physiology or Medicine
7343,Robert L. Murphy,0,4705,True,False,20th-century_physicians,1,Physiology or Medicine
7344,Charles Muzzicato,0,1496,False,True,20th-century_physicians,1,Physiology or Medicine
7345,Kari Nadeau,0,1144,False,True,20th-century_physicians,1,Physiology or Medicine
7346,Will E. Neal,1,780,True,False,20th-century_physicians,1,Physiology or Medicine
7347,Daniel W. Nebert,0,334,False,True,20th-century_physicians,1,Physiology or Medicine
7348,Maureen Neitz,0,1001,False,True,20th-century_physicians,1,Physiology or Medicine
7349,John Nelson (physician),0,5092,False,True,20th-century_physicians,1,Physiology or Medicine
7350,Franklin A. Neva,0,1593,False,True,20th-century_physicians,1,Physiology or Medicine
7351,Haing S. Ngor,0,407,False,True,20th-century_physicians,1,Physiology or Medicine
7352,Walter R. Nickel,0,997,False,True,20th-century_physicians,1,Physiology or Medicine
7353,William Guglielmo Niederland,1,33234,False,True,20th-century_physicians,1,Physiology or Medicine
7354,Joel Mark Noe,0,3380,True,False,20th-century_physicians,1,Physiology or Medicine
7355,Ralph Northam,0,1280,False,True,20th-century_physicians,1,Physiology or Medicine
7356,Marie Nyswander,0,1208,False,True,20th-century_physicians,1,Physiology or Medicine
7357,Zein E. Obagi,0,2915,False,True,20th-century_physicians,1,Physiology or Medicine
7358,Alton Ochsner,1,2335,False,True,20th-century_physicians,1,Physiology or Medicine
7359,William H. Oldendorf,0,4385,False,True,20th-century_physicians,1,Physiology or Medicine
7360,Donny Olson,0,704,False,True,20th-century_physicians,1,Physiology or Medicine
7361,Dip Orange,1,2553,False,True,20th-century_physicians,1,Physiology or Medicine
7362,John Kelso Ormond,0,3332,False,True,20th-century_physicians,1,Physiology or Medicine
7363,Martin Theodore Orne,0,745,False,True,20th-century_physicians,1,Physiology or Medicine
7364,Dean Ornish,0,1061,False,True,20th-century_physicians,1,Physiology or Medicine
7365,Stephen Ostroff,0,1267,True,False,20th-century_physicians,1,Physiology or Medicine
7366,Bethenia Angelina Owens-Adair,0,3400,True,False,20th-century_physicians,1,Physiology or Medicine
7367,George T. Pack,1,781,True,False,20th-century_physicians,1,Physiology or Medicine
7368,Melissa Parisi,0,3023,False,True,20th-century_physicians,1,Physiology or Medicine
7369,Marshall M. Parks,0,947,True,False,20th-century_physicians,1,Physiology or Medicine
7370,Thomas Parran Jr.,0,338,False,True,20th-century_physicians,1,Physiology or Medicine
7371,Mary Almera Parsons,0,28393,False,True,20th-century_physicians,1,Physiology or Medicine
7372,Klaus Patau,0,23943,False,True,20th-century_physicians,1,Physiology or Medicine
7373,Rand Paul,0,1716,False,True,20th-century_physicians,1,Physiology or Medicine
7374,Ron Paul,0,747,False,True,20th-century_physicians,1,Physiology or Medicine
7375,Francis Weld Peabody,0,794,True,False,20th-century_physicians,1,Physiology or Medicine
7376,Harry H. Pennes,0,1367,False,True,20th-century_physicians,1,Physiology or Medicine
7377,Clotilde Pérez García,0,2388,False,True,20th-century_physicians,1,Physiology or Medicine
7378,Eliseo J. Pérez-Stable,0,1802,True,False,20th-century_physicians,1,Physiology or Medicine
7379,Niles Perkins,0,1101,False,True,20th-century_physicians,1,Physiology or Medicine
7380,Gisella Perl,0,2561,True,False,20th-century_physicians,1,Physiology or Medicine
7381,Boni Petcoff,0,855,False,True,20th-century_physicians,1,Physiology or Medicine
7382,Lulu Hunt Peters,0,584,False,True,20th-century_physicians,1,Physiology or Medicine
7383,George S. Phalen,0,3080,False,True,20th-century_physicians,1,Physiology or Medicine
7384,Philip Newton,0,6509,True,False,20th-century_physicians,1,Physiology or Medicine
7385,Susan La Flesche Picotte,0,3320,True,False,20th-century_physicians,1,Physiology or Medicine
7386,Louis Pillemer,0,1786,True,False,20th-century_physicians,1,Physiology or Medicine
7387,Vivian Pinn,0,1093,False,True,20th-century_physicians,1,Physiology or Medicine
7388,Etta D. Pisano,1,658,False,True,20th-century_physicians,1,Physiology or Medicine
7389,J. Hall Pleasants,0,3511,True,False,20th-century_physicians,1,Physiology or Medicine
7390,Calvin Plimpton,0,1698,False,True,20th-century_physicians,1,Physiology or Medicine
7391,Rodney N. Powell,0,20187,False,True,20th-century_physicians,1,Physiology or Medicine
7392,Dallas Pratt,0,1182,False,True,20th-century_physicians,1,Physiology or Medicine
7393,Tom Price (American politician),0,1167,True,False,20th-century_physicians,1,Physiology or Medicine
7394,Beny Primm,0,776,False,True,20th-century_physicians,1,Physiology or Medicine
7395,Concepción Quiñones de Longo,0,957,False,True,20th-century_physicians,1,Physiology or Medicine
7396,David Rabin,0,944,False,True,20th-century_physicians,1,Physiology or Medicine
7397,Alan S. Rabson,0,1398,True,False,20th-century_physicians,1,Physiology or Medicine
7398,Julius J. Radice,0,968,False,True,20th-century_physicians,1,Physiology or Medicine
7399,Bessie Raiche,0,1579,True,False,20th-century_physicians,1,Physiology or Medicine
7400,"Charles H. Rammelkamp, Jr.",0,847,True,False,20th-century_physicians,1,Physiology or Medicine
7401,Elizabeth M. Ramsey,0,1332,True,False,20th-century_physicians,1,Physiology or Medicine
7402,Evelyn Ramsey,0,1936,True,False,20th-century_physicians,1,Physiology or Medicine
7403,Judith L. Rapoport,0,3063,False,True,20th-century_physicians,1,Physiology or Medicine
7404,Theresa Greene Reed,1,1339,False,True,20th-century_physicians,1,Physiology or Medicine
7405,David L. Reich,0,3674,False,True,20th-century_physicians,1,Physiology or Medicine
7406,Walter Reich,0,837,True,False,20th-century_physicians,1,Physiology or Medicine
7407,Hobart Reimann,0,2095,False,True,20th-century_physicians,1,Physiology or Medicine
7408,Harriet Rice,0,1033,True,False,20th-century_physicians,1,Physiology or Medicine
7409,Joseph Mayer Rice,0,698,True,False,20th-century_physicians,1,Physiology or Medicine
7410,Valerie Montgomery Rice,0,988,False,True,20th-century_physicians,1,Physiology or Medicine
7411,Lynne D. Richardson,1,1260,False,True,20th-century_physicians,1,Physiology or Medicine
7412,Wyman Richardson,0,1017,False,True,20th-century_physicians,1,Physiology or Medicine
7413,Henry Raymond Ringness,0,471,False,True,20th-century_physicians,1,Physiology or Medicine
7414,Thomas Sadler Roberts,0,1161,False,True,20th-century_physicians,1,Physiology or Medicine
7415,Oswald Hope Robertson,0,900,False,True,20th-century_physicians,1,Physiology or Medicine
7416,Eli Robins,0,2124,True,False,20th-century_physicians,1,Physiology or Medicine
7417,Victor Robinson,0,1352,False,True,20th-century_physicians,1,Physiology or Medicine
7418,Katie Rodan,0,2094,False,True,20th-century_physicians,1,Physiology or Medicine
7419,Griffin P. Rodgers,0,2303,False,True,20th-century_physicians,1,Physiology or Medicine
7420,Rafael Rodríguez Mercado,0,1334,False,True,20th-century_physicians,1,Physiology or Medicine
7421,Frank Bradway Rogers,0,1034,False,True,20th-century_physicians,1,Physiology or Medicine
7422,Frank O. Rogers,0,2706,True,False,20th-century_physicians,1,Physiology or Medicine
7423,Burton Rose,0,1360,False,True,20th-century_physicians,1,Physiology or Medicine
7424,Anne Rosenberg,0,2212,False,True,20th-century_physicians,1,Physiology or Medicine
7425,Mark L. Rosenberg,0,900,False,True,20th-century_physicians,1,Physiology or Medicine
7426,Paul Rosenfels,0,915,True,False,20th-century_physicians,1,Physiology or Medicine
7427,Donald Rucker,1,5177,False,True,20th-century_physicians,1,Physiology or Medicine
7428,Jane Anne Russell,0,1026,False,True,20th-century_physicians,1,Physiology or Medicine
7429,Arthur M. Sackler,1,8368,False,True,20th-century_physicians,1,Physiology or Medicine
7430,Elvio Sadun,0,540,False,True,20th-century_physicians,1,Physiology or Medicine
7431,Jonas Salk,0,569,False,True,20th-century_physicians,1,Physiology or Medicine
7432,Norbert Sander,0,965,False,True,20th-century_physicians,1,Physiology or Medicine
7433,Milton Sapirstein,0,1921,False,True,20th-century_physicians,1,Physiology or Medicine
7434,Anthony Sattilaro,0,753,True,False,20th-century_physicians,1,Physiology or Medicine
7435,Charles E. Sawyer,1,3319,True,False,20th-century_physicians,1,Physiology or Medicine
7436,Jean E. Schaffer,0,4987,False,True,20th-century_physicians,1,Physiology or Medicine
7437,Berta Scharrer,0,848,True,False,20th-century_physicians,1,Physiology or Medicine
7438,Bruce F. Scharschmidt,0,850,False,True,20th-century_physicians,1,Physiology or Medicine
7439,Katharina Schellenberg,0,1221,False,True,20th-century_physicians,1,Physiology or Medicine
7440,Alexander M. Schmidt,0,1458,False,True,20th-century_physicians,1,Physiology or Medicine
7441,Jack Schneider,0,1193,False,True,20th-century_physicians,1,Physiology or Medicine
7442,Eugene Schoenfeld,1,933,False,True,20th-century_physicians,1,Physiology or Medicine
7443,Henry A. Schroeder,0,1088,False,True,20th-century_physicians,1,Physiology or Medicine
7444,Stephen Schwartz (pathologist),1,3498,False,True,20th-century_physicians,1,Physiology or Medicine
7445,William Beecher Scoville,0,807,False,True,20th-century_physicians,1,Physiology or Medicine
7446,Gregg L. Semenza,0,1396,False,True,20th-century_physicians,1,Physiology or Medicine
7447,George E. Shambaugh Jr.,0,8897,False,True,20th-century_physicians,1,Physiology or Medicine
7448,George A. Sheehan,0,885,True,False,20th-century_physicians,1,Physiology or Medicine
7449,Sam Sheppard,0,1665,True,False,20th-century_physicians,1,Physiology or Medicine
7450,Mary Jane Sherfey,0,1382,True,False,20th-century_physicians,1,Physiology or Medicine
7451,Mary S. Sherman,0,1043,False,True,20th-century_physicians,1,Physiology or Medicine
7452,Mary Sherwood,0,1097,False,True,20th-century_physicians,1,Physiology or Medicine
7453,Richard Shope,0,1645,False,True,20th-century_physicians,1,Physiology or Medicine
7454,Joseph Horace Shull,0,1103,True,False,20th-century_physicians,1,Physiology or Medicine
7455,Victor W. Sidel,0,1134,False,True,20th-century_physicians,1,Physiology or Medicine
7456,Ellen Sidransky,0,2989,False,True,20th-century_physicians,1,Physiology or Medicine
7457,Henry Silver,0,795,False,True,20th-century_physicians,1,Physiology or Medicine
7458,Mark E. Silverman,0,1053,False,True,20th-century_physicians,1,Physiology or Medicine
7459,J. Morris Slemons,0,3928,False,True,20th-century_physicians,1,Physiology or Medicine
7460,David Weyhe Smith,0,3190,True,False,20th-century_physicians,1,Physiology or Medicine
7461,Floyd Smith (physician),1,373,False,True,20th-century_physicians,1,Physiology or Medicine
7462,Nancy Snyderman,0,671,False,True,20th-century_physicians,1,Physiology or Medicine
7463,Richard Solomon (psychologist),0,952,True,False,20th-century_physicians,1,Physiology or Medicine
7464,Mike Sommer,0,941,False,True,20th-century_physicians,1,Physiology or Medicine
7465,Renate Soulen,0,1054,True,False,20th-century_physicians,1,Physiology or Medicine
7466,John Patrick Spiegel,0,7860,False,True,20th-century_physicians,1,Physiology or Medicine
7467,Sophie Spitz,0,1449,True,False,20th-century_physicians,1,Physiology or Medicine
7468,Benjamin Spock,0,3263,False,True,20th-century_physicians,1,Physiology or Medicine
7469,Edith E. Sproul,0,17573,True,False,20th-century_physicians,1,Physiology or Medicine
7470,Max C. Starkloff,0,1313,True,False,20th-century_physicians,1,Physiology or Medicine
7471,Jill Stein,1,2063,False,True,20th-century_physicians,1,Physiology or Medicine
7472,Kathryn Stephenson,0,1579,True,False,20th-century_physicians,1,Physiology or Medicine
7473,Elizabeth Stern,0,11417,False,True,20th-century_physicians,1,Physiology or Medicine
7474,Mal Stevens,1,1443,True,False,20th-century_physicians,1,Physiology or Medicine
7475,Sarah Stewart (cancer researcher),0,1048,True,False,20th-century_physicians,1,Physiology or Medicine
7476,S. S. Still,0,921,True,False,20th-century_physicians,1,Physiology or Medicine
7477,Barbara J. Stoll,0,1548,False,True,20th-century_physicians,1,Physiology or Medicine
7478,Naomi E. Stotland,0,1516,True,False,20th-century_physicians,1,Physiology or Medicine
7479,Jimmy Strain,0,1149,True,False,20th-century_physicians,1,Physiology or Medicine
7480,Lotte Strauss,0,295,False,True,20th-century_physicians,1,Physiology or Medicine
7481,Zatae Leola Longsdorff Straw,0,1466,False,True,20th-century_physicians,1,Physiology or Medicine
7482,Philip Strax,0,748,False,True,20th-century_physicians,1,Physiology or Medicine
7483,Charles E. Street,0,1568,False,True,20th-century_physicians,1,Physiology or Medicine
7484,Samuel Strober,0,573,False,True,20th-century_physicians,1,Physiology or Medicine
7485,Larry Stutts,0,2628,False,True,20th-century_physicians,1,Physiology or Medicine
7486,Gerald Sufrin,0,950,True,False,20th-century_physicians,1,Physiology or Medicine
7487,David Sugarbaker,0,2899,True,False,20th-century_physicians,1,Physiology or Medicine
7488,Charlotte Sumner,0,4809,True,False,20th-century_physicians,1,Physiology or Medicine
7489,Wendy Sue Swanson,0,1310,False,True,20th-century_physicians,1,Physiology or Medicine
7492,Herman Taller,0,1302,False,True,20th-century_physicians,1,Physiology or Medicine
7493,Karl Targownik,0,3498,False,True,20th-century_physicians,1,Physiology or Medicine
7494,Herman Tarnower,0,1863,True,False,20th-century_physicians,1,Physiology or Medicine
7495,Richard R. Taylor,0,1591,False,True,20th-century_physicians,1,Physiology or Medicine
7496,Forest Tennant,1,803,True,False,20th-century_physicians,1,Physiology or Medicine
7497,Corbett H. Thigpen,0,779,True,False,20th-century_physicians,1,Physiology or Medicine
7498,Lewis Ryers Thompson,0,1464,True,False,20th-century_physicians,1,Physiology or Medicine
7499,Jennifer Thorne,0,1072,False,True,20th-century_physicians,1,Physiology or Medicine
7500,Martha G. Thorwick,0,1711,False,True,20th-century_physicians,1,Physiology or Medicine
7501,Judith Tobin,0,1288,False,True,20th-century_physicians,1,Physiology or Medicine
7502,Harvey John Tompkins,0,927,True,False,20th-century_physicians,1,Physiology or Medicine
7503,Donald Trunkey,0,2437,True,False,20th-century_physicians,1,Physiology or Medicine
7504,Robert Truog,0,2155,True,False,20th-century_physicians,1,Physiology or Medicine
7505,Debara L. Tucci,1,989,False,True,20th-century_physicians,1,Physiology or Medicine
7506,Alice Bellvadore Sams Turner,0,1759,True,False,20th-century_physicians,1,Physiology or Medicine
7507,Mabel S. Ulrich,0,1440,False,True,20th-century_physicians,1,Physiology or Medicine
7508,John Van Denburgh,0,116,False,True,20th-century_physicians,1,Physiology or Medicine
7509,Teresa J. Vietti,0,1097,True,False,20th-century_physicians,1,Physiology or Medicine
7510,David Viscott,0,7722,True,False,20th-century_physicians,1,Physiology or Medicine
7511,Sidney Vogel,0,668,False,True,20th-century_physicians,1,Physiology or Medicine
7512,Terry Wahls,0,2359,False,True,20th-century_physicians,1,Physiology or Medicine
7513,Mary Edwards Walker,0,1554,False,True,20th-century_physicians,1,Physiology or Medicine
7514,Carl W. Walter,0,746,False,True,20th-century_physicians,1,Physiology or Medicine
7515,Levi Watkins,0,1849,False,True,20th-century_physicians,1,Physiology or Medicine
7516,James W. Watts,0,1024,False,True,20th-century_physicians,1,Physiology or Medicine
7517,Gerald Bertram Webb,0,241,False,True,20th-century_physicians,1,Physiology or Medicine
7518,George S. Weger,0,5816,False,True,20th-century_physicians,1,Physiology or Medicine
7519,Richard Weil (physician),0,2179,True,False,20th-century_physicians,1,Physiology or Medicine
7520,Benjamin B. Weinstein,0,2353,False,True,20th-century_physicians,1,Physiology or Medicine
7521,Claude E. Welch,1,915,False,True,20th-century_physicians,1,Physiology or Medicine
7522,Janet Welch,0,2495,True,False,20th-century_physicians,1,Physiology or Medicine
7523,Dave Weldon,0,1627,True,False,20th-century_physicians,1,Physiology or Medicine
7524,Harry Gideon Wells,0,3807,False,True,20th-century_physicians,1,Physiology or Medicine
7525,Lilian Welsh,0,1284,True,False,20th-century_physicians,1,Physiology or Medicine
7526,Nanette Wenger,0,2058,False,True,20th-century_physicians,1,Physiology or Medicine
7527,Brad Wenstrup,0,2666,False,True,20th-century_physicians,1,Physiology or Medicine
7528,Werner and Gertrude Henle,0,1393,True,False,20th-century_physicians,1,Physiology or Medicine
7529,Bill Wertenbaker,0,1707,False,True,20th-century_physicians,1,Physiology or Medicine
7530,Louis Jolyon West,0,1353,False,True,20th-century_physicians,1,Physiology or Medicine
7531,Emma Rochelle Wheeler,0,123,False,True,20th-century_physicians,1,Physiology or Medicine
7532,Carl Whitaker,0,1273,True,False,20th-century_physicians,1,Physiology or Medicine
7533,James Clarke White (dermatologist),0,802,True,False,20th-century_physicians,1,Physiology or Medicine
7534,James Clarke White (neurosurgeon),0,850,False,True,20th-century_physicians,1,Physiology or Medicine
7535,Priscilla White (physician),0,1782,False,True,20th-century_physicians,1,Physiology or Medicine
7536,Ruth White (fencer),0,1308,True,False,20th-century_physicians,1,Physiology or Medicine
7537,James Whittico Jr.,0,381,False,True,20th-century_physicians,1,Physiology or Medicine
7538,Blake Colburn Wilbur,0,901,False,True,20th-century_physicians,1,Physiology or Medicine
7539,Cornelia B. Wilbur,0,997,False,True,20th-century_physicians,1,Physiology or Medicine
7540,Dwight Locke Wilbur,0,1075,False,True,20th-century_physicians,1,Physiology or Medicine
7541,Otto Allen Will Jr.,0,1994,False,True,20th-century_physicians,1,Physiology or Medicine
7542,Robert Willner,0,721,False,True,20th-century_physicians,1,Physiology or Medicine
7543,George Winokur,0,882,True,False,20th-century_physicians,1,Physiology or Medicine
