,page,doctorate,len_page,female,male,category,count,nobel_field
15546,Lawrence R. Hafstad,0,767,False,True,20th-century_physicists,1,Physics
15547,Willem de Vos (academic),0,661,False,True,Microbiologists,1,Physiology or Medicine
15548,Homer D. Hagstrum,1,1423,False,True,20th-century_physicists,1,Physics
15549,Yelena Bonner,0,5333,True,False,20th-century_physicians,1,Physiology or Medicine
15550,W. W. Hansen,0,1049,True,False,20th-century_physicists,1,Physics
15551,Mu'azzama Miroqilova,0,777,True,False,20th-century_physicians,1,Physiology or Medicine
15552,Arthur C. Hardy,0,2806,True,False,20th-century_physicists,1,Physics
15553,Leonid Roshal,0,1347,False,True,20th-century_physicians,1,Physiology or Medicine
15554,Gaylord Harnwell,0,1969,False,True,20th-century_physicists,1,Physics
15555,Mark Alban,0,783,False,True,21st-century_physicians,1,Physiology or Medicine
15556,Rozina Ali,0,1921,True,False,21st-century_physicians,1,Physiology or Medicine
15557,George R. Harrison,1,1483,False,True,20th-century_physicists,1,Physics
15558,Sam Barrell,0,822,True,False,21st-century_physicians,1,Physiology or Medicine
15559,Paul Leon Hartman,1,1798,False,True,20th-century_physicists,1,Physics
15560,Colin Berry (pathologist),0,967,False,True,21st-century_physicians,1,Physiology or Medicine
15562,John Billingham,0,1074,False,True,21st-century_physicians,1,Physiology or Medicine
15563,Bernhard Haurwitz,1,1394,False,True,20th-century_physicists,1,Physics
15564,Simon Brodkin,0,3331,False,True,21st-century_physicians,1,Physiology or Medicine
15565,Leland John Haworth,1,2149,True,False,20th-century_physicists,1,Physics
15566,Andrew Kenneth Burroughs,0,1803,False,True,21st-century_physicians,1,Physiology or Medicine
15567,Evans Hayward,0,955,False,True,20th-century_physicists,1,Physics
15568,Bruce Charlton,0,1155,False,True,21st-century_physicians,1,Physiology or Medicine
15569,A. Carl Helmholz,1,708,False,True,20th-century_physicists,1,Physics
15570,Brian Colvin,0,1085,False,True,21st-century_physicians,1,Physiology or Medicine
15571,Warren Elliot Henry,0,1512,False,True,20th-century_physicists,1,Physics
15572,Nick Craddock,0,746,False,True,21st-century_physicians,1,Physiology or Medicine
15573,Robert Hermann (mathematician),1,1543,False,True,20th-century_physicists,1,Physics
15574,Antony Crockett,0,923,False,True,21st-century_physicians,1,Physiology or Medicine
15575,Conyers Herring,0,1850,False,True,20th-century_physicists,1,Physics
15576,Gareth Davies (doctor),0,778,False,True,21st-century_physicians,1,Physiology or Medicine
15577,Karl Herzfeld,1,1301,False,True,20th-century_physicists,1,Physics
15578,Lewis Dingle,0,716,False,True,21st-century_physicians,1,Physiology or Medicine
15579,Wilmot N. Hess,1,1097,True,False,20th-century_physicists,1,Physics
15580,Michael Dixon (doctor),0,2936,False,True,21st-century_physicians,1,Physiology or Medicine
15581,Norman Hilberry,0,1421,False,True,20th-century_physicists,1,Physics
15582,Alexander Duncan (doctor),0,159,False,True,21st-century_physicians,1,Physiology or Medicine
15583,Albert G. Hill,0,3239,False,True,20th-century_physicists,1,Physics
15584,John S. Duncan,0,1038,False,True,21st-century_physicians,1,Physiology or Medicine
15585,Richard Eastell,0,1301,False,True,21st-century_physicians,1,Physiology or Medicine
15586,Lester Hogan,1,851,False,True,20th-century_physicists,1,Physics
15587,Donald F. Holcomb,0,2121,False,True,20th-century_physicists,1,Physics
15588,Alan Farthing,0,1090,False,True,21st-century_physicians,1,Physiology or Medicine
15589,Michael Farthing,0,2611,False,True,21st-century_physicians,1,Physiology or Medicine
15590,Marshall Holloway,0,1075,False,True,20th-century_physicists,1,Physics
15591,Steve Field (medical doctor),0,1467,False,True,21st-century_physicians,1,Physiology or Medicine
15592,David T. Hon,1,862,False,True,20th-century_physicists,1,Physics
15593,Jonathan Fielden,0,995,False,True,21st-century_physicians,1,Physiology or Medicine
15594,Daniel Chonghan Hong,0,1967,False,True,20th-century_physicists,1,Physics
15595,Kevin Fong,0,1956,False,True,21st-century_physicians,1,Physiology or Medicine
15596,Dan Hooper,1,2223,False,True,20th-century_physicists,1,Physics
15597,Pat Garrod,0,983,False,True,21st-century_physicians,1,Physiology or Medicine
15598,John J. Hopfield (spectroscopist),1,1143,False,True,20th-century_physicists,1,Physics
15599,Kate Granger,0,2053,True,False,21st-century_physicians,1,Physiology or Medicine
15600,Robert E. Hopkins,0,660,False,True,20th-century_physicists,1,Physics
15601,Peter Gregory (doctor),0,161,False,True,21st-century_physicians,1,Physiology or Medicine
15602,John Hopps,0,89,False,True,20th-century_physicists,1,Physics
15603,Layla Guscoth,0,2945,True,False,21st-century_physicians,1,Physiology or Medicine
15604,Claude Wendell Horton Sr.,1,3015,False,True,20th-century_physicists,1,Physics
15605,Andrew Haines,0,2399,False,True,21st-century_physicians,1,Physiology or Medicine
15606,William V. Houston,0,793,False,True,20th-century_physicists,1,Physics
15607,Joseph Howey,0,954,False,True,20th-century_physicists,1,Physics
15608,Barbara Hakin,0,892,True,False,21st-century_physicians,1,Physiology or Medicine
15609,Phil Hammond,1,2561,False,True,21st-century_physicians,1,Physiology or Medicine
15610,John H. Hubbell,0,865,True,False,20th-century_physicists,1,Physics
15611,Helen Schaeffer Huff,0,1221,False,True,20th-century_physicists,1,Physics
15612,Amir Hannan,0,1657,False,True,21st-century_physicians,1,Physiology or Medicine
15613,Donald J. Hughes,0,646,False,True,20th-century_physicists,1,Physics
15614,Keith Harding (physician),0,1017,False,True,21st-century_physicians,1,Physiology or Medicine
15615,Nick Harding,0,2680,False,True,21st-century_physicians,1,Physiology or Medicine
15616,Vernon W. Hughes,0,1821,False,True,20th-century_physicists,1,Physics
15617,David Haslam (GP),0,743,False,True,21st-century_physicians,1,Physiology or Medicine
15619,Andrew Hattersley,0,804,False,True,21st-century_physicians,1,Physiology or Medicine
15620,Richard Franklin Humphreys,0,815,False,True,20th-century_physicists,1,Physics
15621,Christopher Hawke,0,785,False,True,21st-century_physicians,1,Physiology or Medicine
15622,Hillard Bell Huntington,1,2703,False,True,20th-century_physicists,1,Physics
15623,Richard Hesketh,0,790,False,True,21st-century_physicians,1,Physiology or Medicine
15624,George Samuel Hurst,1,1002,False,True,20th-century_physicists,1,Physics
15625,Anita Holdcroft,0,1653,True,False,21st-century_physicians,1,Physiology or Medicine
15626,Henry Hurwitz Jr.,1,1862,True,False,20th-century_physicists,1,Physics
15627,Kim Holt,0,737,True,False,21st-century_physicians,1,Physiology or Medicine
15628,Kate Hutton,1,1471,False,True,20th-century_physicists,1,Physics
15629,Wren Hoskyns,0,1197,False,True,21st-century_physicians,1,Physiology or Medicine
15630,W. Lewis Hyde,0,2839,False,True,20th-century_physicists,1,Physics
15631,Amanda Howe,0,1047,True,False,21st-century_physicians,1,Physiology or Medicine
15632,Charles Hyder,0,7132,False,True,20th-century_physicists,1,Physics
15633,Brian Hurwitz,0,789,False,True,21st-century_physicians,1,Physiology or Medicine
15634,Arthur Iberall,1,2284,False,True,20th-century_physicists,1,Physics
15635,Donald Irvine (physician),0,4089,False,True,21st-century_physicians,1,Physiology or Medicine
15636,Elmer Imes,1,1000,False,True,20th-century_physicists,1,Physics
15637,Ian Jacobs (oncologist),0,1542,False,True,21st-century_physicians,1,Physiology or Medicine
15638,Mark Inghram,1,1770,False,True,20th-century_physicists,1,Physics
15639,Michael Jarrett,0,846,False,True,21st-century_physicians,1,Physiology or Medicine
15640,Nathan Isgur,0,2671,False,True,20th-century_physicists,1,Physics
15641,Frederick Percival Mackie,0,5097,False,True,21st-century_physicians,1,Physiology or Medicine
15642,Herbert E. Ives,1,6218,True,False,20th-century_physicists,1,Physics
15643,Gordon MacPherson,0,1424,False,True,21st-century_physicians,1,Physiology or Medicine
15644,Johann Malawana,0,1743,False,True,21st-century_physicians,1,Physiology or Medicine
15645,Shirley Ann Jackson,1,967,False,True,20th-century_physicists,1,Physics
15646,Boris Jacobsohn,1,1651,True,False,20th-century_physicists,1,Physics
15647,Aseem Malhotra,0,2596,False,True,21st-century_physicians,1,Physiology or Medicine
15648,Michael Marmot,0,2937,False,True,21st-century_physicians,1,Physiology or Medicine
15649,Jane Dewey,0,3306,False,True,20th-century_physicists,1,Physics
15650,Henry Marsh (neurosurgeon),0,1641,False,True,21st-century_physicians,1,Physiology or Medicine
15651,Karl Guthe Jansky,1,1241,False,True,20th-century_physicists,1,Physics
15652,Michael Newton Marsh,0,665,False,True,21st-century_physicians,1,Physiology or Medicine
15653,Martin Marshall,0,984,False,True,21st-century_physicians,1,Physiology or Medicine
15654,Edwin Thompson Jaynes,0,367,False,True,20th-century_physicists,1,Physics
15655,Mahiben Maruthappu,0,2820,False,True,21st-century_physicians,1,Physiology or Medicine
15656,Carson D. Jeffries,1,3598,False,True,20th-century_physicists,1,Physics
15657,David Mather (cricketer),0,864,False,True,21st-century_physicians,1,Physiology or Medicine
15658,Oleg D. Jefimenko,0,1279,False,True,20th-century_physicists,1,Physics
15659,Kate McCann,0,29281,False,True,21st-century_physicians,1,Physiology or Medicine
15660,Herbert Jehle,0,2449,False,True,20th-century_physicists,1,Physics
15661,Radha Modgil,0,1486,True,False,21st-century_physicians,1,Physiology or Medicine
15662,Chih-Kung Jen,0,1035,True,False,20th-century_physicists,1,Physics
15663,Hugh Montgomery (physician),0,2121,False,True,21st-century_physicians,1,Physiology or Medicine
15664,"Michael Morgan (cricketer, born 1932)",0,936,False,True,21st-century_physicians,1,Physiology or Medicine
15665,Kenneth Alan Johnson,1,1554,False,True,20th-century_physicists,1,Physics
15666,Richard Newland (racehorse trainer),0,523,False,True,21st-century_physicians,1,Physiology or Medicine
15667,Lawrence W. Jones,1,1416,True,False,20th-century_physicists,1,Physics
15668,David Noble (cricketer),0,817,False,True,21st-century_physicians,1,Physiology or Medicine
15669,Lorella Jones,0,2058,False,True,20th-century_physicists,1,Physics
15670,Loyd A. Jones,0,2855,False,True,20th-century_physicists,1,Physics
15671,Clive Peedell,0,1378,False,True,21st-century_physicians,1,Physiology or Medicine
15672,Ivan Polunin,0,1587,False,True,21st-century_physicians,1,Physiology or Medicine
15673,Robert Clark Jones,1,1363,False,True,20th-century_physicists,1,Physics
15674,Mark Porter (anaesthetist),0,782,False,True,21st-century_physicians,1,Physiology or Medicine
15675,Deane B. Judd,0,2561,False,True,20th-century_physicists,1,Physics
15676,Mark Porter (general practitioner),0,938,False,True,21st-century_physicians,1,Physiology or Medicine
15677,Mike Pringle (physician),0,4107,False,True,21st-century_physicians,1,Physiology or Medicine
15678,George Randolph Kalbfleisch,1,1696,True,False,20th-century_physicists,1,Physics
15679,Peter J. Ratcliffe,0,3783,False,True,21st-century_physicians,1,Physiology or Medicine
15680,Hildegard Korf Kallmann-Bijl,1,2311,True,False,20th-century_physicists,1,Physics
15681,Tamal Ray,0,1442,False,True,21st-century_physicians,1,Physiology or Medicine
15682,Lisa Kaltenegger,1,1638,False,True,20th-century_physicists,1,Physics
15683,Michael Adrian Richards,0,1285,False,True,21st-century_physicians,1,Physiology or Medicine
15684,Evan O'Neill Kane (physicist),0,5162,False,True,20th-century_physicists,1,Physics
15685,Geoffrey Rose (ophthalmologist),0,1013,False,True,21st-century_physicians,1,Physiology or Medicine
15686,William Rudolph Kanne,1,1178,False,True,20th-century_physicists,1,Physics
15687,Peter Rubin,0,1308,False,True,21st-century_physicians,1,Physiology or Medicine
15688,Aryeh Kaplan,1,1277,False,True,20th-century_physicists,1,Physics
15689,James Scott (cardiologist),0,869,False,True,21st-century_physicians,1,Physiology or Medicine
15690,Joseph Kaplan,1,2489,False,True,20th-century_physicists,1,Physics
15691,Dennis Shale,0,609,False,True,21st-century_physicians,1,Physiology or Medicine
15692,Robert Karplus,1,1134,False,True,20th-century_physicists,1,Physics
