,page,field,count_female_words,count_male_words,count_nonbinary_words,doctorate,len_page
8636,Sofia Ionescu,20th-century_surgeons,0,9,0,0,646
8637,Andrew Strominger,21st-century_American_physicists,0,9,0,0,1503
8638,S. Rodman Irvine,20th-century_surgeons,0,4,0,0,693
8639,V. Ishwaraiah,20th-century_surgeons,0,14,0,0,1188
8640,Carlos Stroud,21st-century_American_physicists,0,9,0,1,1527
8641,Mirza Mazharul Islam,20th-century_surgeons,33,1,0,0,1392
8642,Christopher Stubbs,21st-century_American_physicists,0,1,0,1,812
8643,Robert H. Ivy,20th-century_surgeons,8,0,0,0,773
8644,Michael Sturge,21st-century_American_physicists,0,0,0,0,558
8645,Kumble R. Subbaswamy,21st-century_American_physicists,0,7,0,1,839
8646,Arthur G. James,20th-century_surgeons,0,42,4,0,1054
8647,Harry Suhl,21st-century_American_physicists,0,11,1,1,980
8648,J. I. P. James,20th-century_surgeons,0,31,4,0,3614
8649,Janez Janež,20th-century_surgeons,0,13,0,0,1389
8650,Lawrence Sulak,21st-century_American_physicists,0,7,0,1,1547
8651,Jaime Jaramillo Arango,20th-century_surgeons,0,18,3,0,1544
8652,Greg Sullivan,21st-century_American_physicists,0,17,0,0,951
8653,Geoffrey Jefferson,20th-century_surgeons,0,29,0,0,1738
8654,Woodruff T. Sullivan III,21st-century_American_physicists,0,13,1,1,1143
8655,James S Jeffrey (surgeon),20th-century_surgeons,0,29,0,0,1698
8656,Raman Sundrum,21st-century_American_physicists,0,8,0,0,703
8657,Bryan Jennett,20th-century_surgeons,0,7,0,0,3938
8658,Hal B. Jennings,20th-century_surgeons,0,32,0,0,1383
8659,Clifford Surko,21st-century_American_physicists,0,13,1,1,3203
8660,Olga Jonasson,20th-century_surgeons,2,52,0,0,2742
8661,T. Bill Sutherland,21st-century_American_physicists,0,3,0,0,639
8662,Peter Jones (surgeon),20th-century_surgeons,0,2,0,0,611
8663,Masatsugu Suzuki,21st-century_American_physicists,0,5,0,0,766
8664,"Sir Robert Jones, 1st Baronet",20th-century_surgeons,0,11,0,0,1359
8665,Robert Swendsen,21st-century_American_physicists,0,9,0,0,2785
8666,Ivan Bede Jose,20th-century_surgeons,0,17,0,0,1068
8667,Harry Swinney,21st-century_American_physicists,0,3,0,0,758
8668,Adrian Kantrowitz,20th-century_surgeons,0,19,2,0,1740
8669,Charles Tahan,21st-century_American_physicists,0,6,0,0,791
8670,Morio Kasai,20th-century_surgeons,0,8,0,0,454
8671,Timothy M. P. Tait,21st-century_American_physicists,0,14,9,0,5192
8672,Kasper Blond,20th-century_surgeons,1,30,1,0,1799
8673,Ching Wan Tang,21st-century_American_physicists,0,9,0,1,687
8674,Fritz Katz,20th-century_surgeons,3,0,0,0,619
8675,L. G. Tang,21st-century_American_physicists,0,14,0,1,1585
8676,Andrew Watt Kay,20th-century_surgeons,0,30,0,0,1241
8677,David B. Tanner,21st-century_American_physicists,0,6,0,1,820
8678,Hampar Kelikian,20th-century_surgeons,0,55,0,0,1720
8679,Charles Kelman,20th-century_surgeons,0,4,0,0,188
8680,Russell Targ,21st-century_American_physicists,0,12,0,0,1530
8681,Albert Kenessey,20th-century_surgeons,0,35,0,0,2060
8682,C. Bruce Tarter,21st-century_American_physicists,0,2,0,1,1433
8683,Edwin F. Taylor,21st-century_American_physicists,0,3,0,0,241
8684,Robert Kerlan,20th-century_surgeons,0,15,0,0,1857
8685,John R. Taylor,21st-century_American_physicists,0,11,0,1,365
8686,John Martin Munro Kerr,20th-century_surgeons,0,28,0,1,1911
8687,Bonnard J. Teegarden,21st-century_American_physicists,0,24,2,0,4163
8688,Alec Kessler,20th-century_surgeons,0,9,0,0,1020
8689,Richard J. Temkin,21st-century_American_physicists,11,0,0,1,1091
8690,Henry H. Kessler,20th-century_surgeons,0,3,0,0,718
8691,Abdelkrim al-Khatib,20th-century_surgeons,0,19,2,0,1862
8692,Jerry Tersoff,21st-century_American_physicists,0,0,0,0,52
8693,Saul Teukolsky,21st-century_American_physicists,0,0,14,0,4955
8694,Gordon King (gynaecologist),20th-century_surgeons,0,1,0,0,1096
8695,Dave Thomas (skeptic),21st-century_American_physicists,0,0,0,0,52
8696,H. L. D. Kirkham,20th-century_surgeons,0,6,0,0,765
8697,Barbara J. Thompson,21st-century_American_physicists,0,8,0,1,917
8698,John W. Kirklin,20th-century_surgeons,0,10,1,0,3858
8699,Kalyanakit Kitiyakara,20th-century_surgeons,0,6,0,0,259
8700,Charles Thorn,21st-century_American_physicists,0,10,0,0,832
8701,Ike Knox,20th-century_surgeons,0,13,0,0,1247
8702,Stephen Thorndike,21st-century_American_physicists,0,31,8,0,7409
8703,Walter Karl Koch,20th-century_surgeons,0,19,0,0,843
8704,Kip Thorne,21st-century_American_physicists,0,21,0,0,3056
8705,Vasilii Kolesov,20th-century_surgeons,0,51,2,0,1935
8706,Richard M. Thorne,21st-century_American_physicists,0,9,1,1,746
8707,Samuel L. Kountz,20th-century_surgeons,0,4,0,0,2815
8708,David J. Thouless,21st-century_American_physicists,0,18,0,0,1107
8709,Waldemar Kozuschek,20th-century_surgeons,0,20,0,0,3902
8710,Uwe Thumm,21st-century_American_physicists,0,10,0,0,545
8711,Roelof Kruisinga,20th-century_surgeons,0,10,0,0,3414
8712,Samuel C. C. Ting,21st-century_American_physicists,9,0,1,0,1320
8713,Gerhard Küntscher,20th-century_surgeons,0,37,6,0,2723
8714,Frank J. Tipler,21st-century_American_physicists,0,18,0,0,3600
8715,René Küss,20th-century_surgeons,0,3,0,0,203
8716,Norman Tolk,21st-century_American_physicists,0,28,0,1,2620
8717,Lubomyr Kuzmak,20th-century_surgeons,0,13,2,0,2123
8718,Alvin V. Tollestrup,21st-century_American_physicists,13,1,1,0,1713
8719,Wolfgang A. Tomé,21st-century_American_physicists,0,19,0,1,3225
8720,Frank Lahey,20th-century_surgeons,1,34,1,0,1287
8721,Max Lake,20th-century_surgeons,0,6,0,0,229
8722,Natalia Toro,21st-century_American_physicists,0,11,1,1,373
8723,Salvatore Torquato,21st-century_American_physicists,9,0,0,1,752
8724,Raymond Jack Last,20th-century_surgeons,0,11,0,0,922
8725,James Trefil,21st-century_American_physicists,0,3,0,0,655
8726,Mary Tsingou,21st-century_American_physicists,0,10,0,0,1407
8727,Basil Laver,20th-century_surgeons,0,14,0,0,1708
8728,Ben Lawton,20th-century_surgeons,1,6,0,0,1413
8729,Daniel C. Tsui,21st-century_American_physicists,0,0,0,0,562
8730,Wilfrid Le Gros Clark,20th-century_surgeons,0,5,0,0,763
8731,Wallace Hampton Tucker,21st-century_American_physicists,0,20,1,1,1239
8732,Jerry Leaf,20th-century_surgeons,0,6,0,0,910
8733,Donald Leake,20th-century_surgeons,0,38,2,0,3645
8734,Laurette Tuckerman,21st-century_American_physicists,0,11,0,0,857
8735,Arthur F. Turner,21st-century_American_physicists,0,6,0,1,1762
8736,Lars Leksell,20th-century_surgeons,0,44,1,0,1703
8737,Michael Tuts,21st-century_American_physicists,0,14,1,0,840
8738,Alan Harding Lendon,20th-century_surgeons,0,24,0,0,1158
8739,Emanuel Tutuc,21st-century_American_physicists,0,0,0,0,515
8740,Toby Levitt,20th-century_surgeons,0,5,1,0,960
8741,Laurence Levy,20th-century_surgeons,0,23,1,0,1181
8742,Henry Tye,21st-century_American_physicists,0,11,0,0,517
8743,J. Anthony Tyson,21st-century_American_physicists,0,19,0,1,2535
8744,Ivan Lichter,20th-century_surgeons,1,9,1,0,1162
8745,C. Walton Lillehei,20th-century_surgeons,0,3,0,0,715
8746,Ctirad Uher,21st-century_American_physicists,33,0,0,1,2118
8747,Richard C. Lillehei,20th-century_surgeons,0,18,1,0,988
8748,Juris Upatnieks,21st-century_American_physicists,0,7,0,1,783
8749,Alexander Lipmann-Kessel,20th-century_surgeons,10,0,1,0,861
8750,Jeffrey Urbach,21st-century_American_physicists,0,7,0,0,1522
8751,Thomas David Lister,20th-century_surgeons,0,10,1,0,838
8752,Turgay Uzer,21st-century_American_physicists,0,17,0,1,996
8753,Hilda Lloyd,20th-century_surgeons,33,1,2,0,1712
8754,Cumrun Vafa,21st-century_American_physicists,0,5,0,0,899
8755,Ted Lockwood,20th-century_surgeons,0,13,0,0,1241
8756,Veronica Vaida,21st-century_American_physicists,0,5,0,1,690
8757,Myra Adele Logan,20th-century_surgeons,0,11,0,0,723
8758,Heinz Lord,20th-century_surgeons,0,6,0,0,870
8759,Arkady Vainshtein,21st-century_American_physicists,0,3,0,0,625
8760,Alwyn Van der Merwe,21st-century_American_physicists,0,14,0,1,869
8761,Richard Lower (surgeon),20th-century_surgeons,0,2,0,0,1705
8762,Eric Van Stryland,21st-century_American_physicists,26,0,0,1,1203
8763,Hans Lubinus,20th-century_surgeons,0,6,0,0,501
8764,Mircea Luca,20th-century_surgeons,35,0,0,0,4084
8765,Gordon Van Wylen,21st-century_American_physicists,25,0,0,1,1535
8766,Richard Luchsinger,20th-century_surgeons,0,10,0,0,1090
8767,David Vanderbilt,21st-century_American_physicists,0,0,0,0,552
8768,Robert Lumsden,20th-century_surgeons,0,27,0,0,1499
8769,Kalman Varga,21st-century_American_physicists,0,15,0,0,1065
8770,James P. Vary,21st-century_American_physicists,0,0,0,0,559
8771,Robert Clyde Lynch,20th-century_surgeons,1,8,0,0,1260
8772,Sarah Veatch,21st-century_American_physicists,0,16,1,1,1443
8773,W. R. MacAusland,20th-century_surgeons,0,11,0,0,1223
8774,Mayda Velasco,21st-century_American_physicists,1,10,0,1,1419
8775,Charles Maclay (anatomist),20th-century_surgeons,119,15,11,0,6959
8776,Massimo Vergassola,21st-century_American_physicists,0,7,0,0,854
8777,Hector MacLennan,20th-century_surgeons,0,10,0,0,416
8778,Katherine Stewart MacPhail,20th-century_surgeons,0,3,1,0,2799
8779,Douglas P. Verret,21st-century_American_physicists,0,5,0,1,675
8780,Maxwell Maltz,20th-century_surgeons,0,15,1,0,1132
8781,Matthieu Verstraete,21st-century_American_physicists,0,8,0,0,1058
8782,Mike Mandarino,20th-century_surgeons,0,21,0,0,4193
8783,Giovanni Vignale,21st-century_American_physicists,0,9,0,0,1313
8784,Leon Manteuffel-Szoege,20th-century_surgeons,0,34,3,0,2287
8785,Alexander Vilenkin,21st-century_American_physicists,0,7,0,0,670
8786,Samuel Manuwa,20th-century_surgeons,0,16,0,0,933
8787,G. Mark Voit,21st-century_American_physicists,0,35,1,0,2483
8788,Arnold Maran,20th-century_surgeons,0,19,2,0,1399
8789,Mikhail Voloshin,21st-century_American_physicists,0,18,0,0,2337
8790,Charles Marx,20th-century_surgeons,0,32,1,0,3120
8791,Sergei Voloshin,21st-century_American_physicists,0,20,0,1,1151
8792,Frank N. von Hippel,21st-century_American_physicists,28,0,3,1,3082
8793,Dorothea Maude,20th-century_surgeons,0,39,1,0,1947
8794,Carlos E.M. Wagner,21st-century_American_physicists,0,12,0,1,300
8795,A. Edward Maumenee,20th-century_surgeons,0,15,0,0,1091
8796,Gerhard Wagner (physicist),21st-century_American_physicists,0,20,0,0,1880
8797,Charles William Mayo,20th-century_surgeons,0,5,0,0,756
8798,Robert Wald,21st-century_American_physicists,0,15,0,1,902
8799,D'Arcy McCrea,20th-century_surgeons,0,8,0,0,561
8800,Jearl Walker,21st-century_American_physicists,14,124,15,1,18874
8801,John Alexander McCreery,20th-century_surgeons,8,0,0,0,790
8802,Sara Imari Walker,21st-century_American_physicists,16,0,0,0,1523
8803,James Radclyffe McDonagh,20th-century_surgeons,0,11,0,0,1456
8804,Martin Walt,21st-century_American_physicists,0,10,0,1,1247
8805,Bob McFarlane (athlete),20th-century_surgeons,2,48,6,0,3463
8806,Kang L. Wang,21st-century_American_physicists,0,16,0,0,1401
8807,Kenneth McKee,20th-century_surgeons,0,19,0,0,1092
8808,Bennie Ward,21st-century_American_physicists,10,0,0,1,956
8809,Wylie McKissock,20th-century_surgeons,0,10,0,0,341
8810,James Watson,21st-century_American_physicists,0,9,0,1,1173
8811,Jay McLean,20th-century_surgeons,0,36,0,0,1881
8812,Elizabeth Wayne,21st-century_American_physicists,0,10,1,0,984
8813,Thomas Porter McMurray,20th-century_surgeons,0,14,0,0,930
8814,Spencer R. Weart,21st-century_American_physicists,1,53,1,1,5896
8815,Tom McNair (surgeon),20th-century_surgeons,0,10,0,0,3756
8816,Frederick MacSorley,20th-century_surgeons,0,8,0,0,1441
8817,Watt W. Webb,21st-century_American_physicists,0,8,0,1,758
8818,Risa Wechsler,21st-century_American_physicists,0,29,3,1,6972
8819,Eric Weeks,21st-century_American_physicists,0,9,0,0,772
8820,D. E. C. Mekie,20th-century_surgeons,0,0,14,0,4955
8821,Arthur Weglein,21st-century_American_physicists,0,14,1,1,3221
8822,Steven Weinberg,21st-century_American_physicists,0,23,3,1,1489
8823,Donald H. Weingarten,21st-century_American_physicists,0,30,3,1,2011
8824,Salvatore Meleleo,20th-century_surgeons,0,22,1,1,1298
8825,Margaret Menzies Campbell,20th-century_surgeons,1,31,0,0,1849
8826,Rainer Weiss,21st-century_American_physicists,0,3,0,0,276
8827,Charles Mercier,20th-century_surgeons,0,16,0,0,1135
8828,David A. Weitz,21st-century_American_physicists,0,10,0,1,1132
8829,Xiao-Gang Wen,21st-century_American_physicists,0,8,0,1,1735
8830,Errol Solomon Meyers,20th-century_surgeons,0,16,1,0,894
8831,Gary Westfall,21st-century_American_physicists,0,29,0,0,1420
8832,Geppino Micheletti,20th-century_surgeons,0,45,0,0,2410
8833,Alexander Miles (surgeon),20th-century_surgeons,0,15,0,0,1058
8834,Jack Weyland,21st-century_American_physicists,0,8,0,1,996
8835,James Douglas Miller,20th-century_surgeons,0,1,0,0,105
8836,Ray Weymann,21st-century_American_physicists,0,4,0,0,1083
8837,Terence Millin,20th-century_surgeons,0,6,0,0,694
8838,Stanley E. Whitcomb,21st-century_American_physicists,0,16,1,1,2929
8839,Robert Mills-Roberts,20th-century_surgeons,25,4,0,0,1186
8840,Harold G. White,21st-century_American_physicists,0,7,2,0,926
8841,Noboru Minowa,20th-century_surgeons,0,2,0,0,543
8842,Mirasadulla Miralasgar oglu Mirgasimov,20th-century_surgeons,0,4,0,0,1125
8843,Herman Brenner White,21st-century_American_physicists,0,14,3,1,3245
8844,Zoya Mironova,20th-century_surgeons,0,40,1,0,4539
8845,Steven R. White,21st-century_American_physicists,0,39,15,1,6897
8846,Kazi Mobin-Uddin,20th-century_surgeons,0,12,0,0,1128
8847,Paul Wiegmann,21st-century_American_physicists,0,12,0,0,609
8848,Frederic E. Mohs,20th-century_surgeons,0,7,0,0,1022
8849,Carl Wieman,21st-century_American_physicists,0,9,0,1,1364
8850,Francis Daniels Moore,20th-century_surgeons,0,16,0,0,1116
8851,Kurt Wiesenfeld,21st-century_American_physicists,0,1,0,1,752
8852,Joseph P. Moran,20th-century_surgeons,1,16,3,0,1006
8853,John Wikswo,21st-century_American_physicists,0,6,0,1,845
8854,Alma Dea Morani,20th-century_surgeons,0,4,0,0,679
8855,Frank Wilczek,21st-century_American_physicists,0,3,0,0,731
8856,Motokazu Mori,20th-century_surgeons,10,1,0,0,919
8857,John D. Wiley,21st-century_American_physicists,0,5,1,0,2519
8858,Joe Hall Morris,20th-century_surgeons,0,12,1,0,2263
8859,Clifford Martin Will,21st-century_American_physicists,0,19,2,0,4672
8860,Albert Clifford Morson,20th-century_surgeons,0,43,0,0,1481
8861,Edwin Ross Williams,21st-century_American_physicists,0,6,0,1,166
8862,Jaroslava Moserová,20th-century_surgeons,0,14,1,0,1524
8863,R. Stanley Williams,21st-century_American_physicists,0,12,0,1,1157
8864,Paul Moses,20th-century_surgeons,0,13,0,0,1617
8865,Robert H. Williams,21st-century_American_physicists,0,8,0,0,913
8866,Arthur Rainsford Mowlem,20th-century_surgeons,0,15,0,0,1014
8867,Robert Woodrow Wilson,21st-century_American_physicists,8,0,0,0,817
8868,Maurice Edmond Müller,20th-century_surgeons,2,6,0,0,1315
8869,Erich Mühe,20th-century_surgeons,0,1,0,0,1289
8870,David J. Wineland,21st-century_American_physicists,0,21,0,1,2052
8871,Hamish Munro,20th-century_surgeons,0,71,1,0,2784
8872,William P. Winfree,21st-century_American_physicists,0,10,0,1,1174
8873,Smarn Muntarbhorn,20th-century_surgeons,0,6,0,0,646
8874,Ned Wingreen,21st-century_American_physicists,0,5,1,1,1013
8875,Herman Winick,21st-century_American_physicists,0,14,0,1,1149
8876,Donald Walter Gordon Murray,20th-century_surgeons,0,16,0,0,929
8877,Brenda Pruden Winnewisser,21st-century_American_physicists,0,16,1,0,1245
8878,Mursal Garayev,20th-century_surgeons,0,20,0,0,2017
8879,Howard Christian Naffziger,20th-century_surgeons,1,53,1,0,5384
8880,Roland Winston,21st-century_American_physicists,0,9,0,0,798
8881,Aboutorab Naficy,20th-century_surgeons,0,3,0,0,2740
8882,Mark B. Wise,21st-century_American_physicists,0,11,0,0,1550
8883,Alexander Wissner-Gross,21st-century_American_physicists,3,15,2,0,1239
8884,Hamilton Naki,20th-century_surgeons,0,14,2,0,1034
8885,Hirotaro Narabayashi,20th-century_surgeons,0,8,0,0,2932
8886,Michael Stewart Witherell,21st-century_American_physicists,0,11,0,1,2236
8887,Louis Witten,21st-century_American_physicists,0,2,0,0,614
8888,Victor Negus,20th-century_surgeons,0,32,0,0,2183
8889,Charles Neill,20th-century_surgeons,1,10,0,0,354
8890,Thomas Witten,21st-century_American_physicists,0,8,0,0,773
8891,Reed M. Nesbit,20th-century_surgeons,0,11,1,0,1083
8892,Peter Woit,21st-century_American_physicists,0,9,0,0,942
8893,Ivan Neumyvakin,20th-century_surgeons,0,2,0,0,676
8894,Stanley Wojcicki,21st-century_American_physicists,0,25,0,1,1684
8895,Graham C. Newbury,20th-century_surgeons,0,36,0,0,1531
8896,Fred Alan Wolf,21st-century_American_physicists,0,14,0,0,1106
8897,Alan Newton (surgeon),20th-century_surgeons,0,19,0,0,1395
8898,Arthur M. Wolfe,21st-century_American_physicists,0,20,1,1,1620
8899,James A. Nicholas,20th-century_surgeons,0,28,1,0,1911
8900,Peter A. Wolff,21st-century_American_physicists,0,2,1,0,1029
8901,Marriott Fawckner Nicholls,20th-century_surgeons,1,8,1,0,1439
8902,Henry Vernon Wong,21st-century_American_physicists,0,9,0,1,1088
8903,Nicolae Hortolomei,20th-century_surgeons,0,4,0,0,1196
8904,Woo Chia-wei,21st-century_American_physicists,0,8,0,0,1027
8905,James Henderson Nicoll,20th-century_surgeons,0,12,0,0,641
8906,Robert A. Woodruff,21st-century_American_physicists,0,11,0,1,1172
8907,Juraj Njavro,20th-century_surgeons,4,8,0,0,1316
8908,John Woollam (physicist),21st-century_American_physicists,0,14,1,0,782
8909,Thomas Paterson Noble,20th-century_surgeons,0,1,0,0,553
8910,Stanford E. Woosley,21st-century_American_physicists,0,3,0,0,795
8911,William A. Nolen,20th-century_surgeons,0,1,0,0,521
8912,William Wootters,21st-century_American_physicists,0,16,1,1,1402
8913,Ivan Novikov (surgeon),20th-century_surgeons,21,0,0,0,1311
8914,John C. Oakley,20th-century_surgeons,0,10,0,0,758
8915,Edward L. Wright,21st-century_American_physicists,0,7,0,1,671
8916,Chris O'Brien (surgeon),20th-century_surgeons,0,26,3,0,1761
8917,Shin-Tson Wu,21st-century_American_physicists,0,22,0,1,1955
8918,Robert R. Odén,20th-century_surgeons,0,22,0,0,1678
8919,James J. Wynne,21st-century_American_physicists,1,51,1,0,8417
8920,Georg Öhngren,20th-century_surgeons,0,18,0,0,1767
8921,Sotiris Xantheas,21st-century_American_physicists,0,13,0,1,728
8922,Emmanuel Amey Ojara,20th-century_surgeons,0,24,0,0,1392
8923,Xiaoxing Xi,21st-century_American_physicists,0,9,0,0,999
8924,Herbert Olivecrona,20th-century_surgeons,0,6,0,0,742
8925,Rui-Ming Xu,21st-century_American_physicists,0,0,0,0,560
8926,Stephen Ondra,20th-century_surgeons,0,6,0,0,637
8927,Eli Yablonovitch,21st-century_American_physicists,0,27,0,1,2505
8928,Rolland O'Regan,20th-century_surgeons,0,1,0,0,570
8929,Peter Ormerod,20th-century_surgeons,24,0,0,0,1689
8930,Yang Chen-Ning,21st-century_American_physicists,13,0,0,1,904
8931,Henry Osmond-Clarke,20th-century_surgeons,0,15,0,0,991
8932,Jack Yang,21st-century_American_physicists,23,0,0,1,1610
8933,William Anthony Paddon,20th-century_surgeons,0,10,0,0,3225
8934,Amnon Yariv,21st-century_American_physicists,0,4,0,0,782
8935,Grace Pailthorpe,20th-century_surgeons,0,14,1,0,2054
8936,Steven W. Yates,21st-century_American_physicists,0,6,0,1,731
8937,Oscar Parkes,20th-century_surgeons,1,48,7,0,4277
8938,Jun Ye,21st-century_American_physicists,0,3,0,1,823
8939,Alan Parks,20th-century_surgeons,22,3,2,0,1633
8940,Nai-Chang Yeh,21st-century_American_physicists,0,10,0,0,1169
8941,Dante Pazzanese,20th-century_surgeons,0,26,1,0,1015
8942,Sherry Yennello,21st-century_American_physicists,0,0,0,0,618
8943,Jules-Émile Péan,20th-century_surgeons,0,16,0,0,2286
